prodvec,modelvec,newmodv,model_year,id,firmid,market,hpwt,space,air,mpd,price,mpg,quantity,share,share_out,year,domestic,japan,european
PTSAFA,PTSAFA,PTSAFA87,87,4029,19,17,0.340716,1.705743,1,1.9173,12.287852,1.6,13.884,0.000152,0.89381,87,1,0,0
ACINTE,ACINTE,ACINTE86,86,4030,3,17,0.485813,1.10536,0,3.115612,8.678697,2.6,54.757,0.000601,0.89381,87,0,1,0
ACLEGE,ACLEGE,ACLEGE86,86,4031,3,17,0.490578,1.293602,1,2.396624,17.832746,2,54.713,0.0006,0.89381,87,0,1,0
ARMILA,ARMILA,ARMILA87,87,4032,20,17,0.529756,1.09461,1,2.156962,11.31162,1.8,2.859,0.000031,0.89381,87,0,0,1
ARSPID,ARSPID,ARSPID82,82,4033,20,17,0.451334,1.082008,0,2.756118,14.960387,2.3,3.395,0.000037,0.89381,87,0,0,1
AD5000,AD5000,AD500083,83,4034,7,17,0.386779,1.375878,1,2.276793,17.658451,1.9,19.193,0.000211,0.89381,87,0,0,1
AD4000,AD4000,AD400085,85,4036,7,17,0.436457,1.169092,1,2.995781,13.974472,2.5,9.043,0.000099,0.89381,87,0,0,1
BW325,BW325,BW32586,86,4037,8,17,0.437297,1.137888,1,2.516456,19.379401,2.1,57.757,0.000634,0.89381,87,0,0,1
BW528E,BW528E,BW528E87,87,4038,8,17,0.393496,1.26441,1,2.396624,24.93838,2,9.405,0.000103,0.89381,87,0,0,1
BW535I,BW535I,BW535I87,87,4039,8,17,0.56,1.26441,1,2.396624,29.577465,2,6.547,0.000072,0.89381,87,0,0,1
BW735I,BW735I,BW735I87,87,4040,8,17,0.580195,1.403358,1,1.797468,37.389965,1.5,10.028,0.00011,0.89381,87,0,0,1
BW635C,BW635C,BW635C86,86,4041,8,17,0.538462,1.315902,1,1.9173,41.34243,1.6,1.944,0.000021,0.89381,87,0,0,1
HDCIVI,HDCIVI,HDCIVI85,85,4042,3,17,0.381526,1.042848,0,3.594937,7.442782,3,221.252,0.002428,0.89381,87,0,1,0
HDACCO,HDACCO,HDACCO86,86,4046,3,17,0.411592,1.190595,0,2.995781,9.352993,2.5,334.876,0.003675,0.89381,87,0,1,0
HDPREL,HDPREL,HDPREL83,83,4047,3,17,0.498866,1.15068,0,2.995781,10.558979,2.5,72.708,0.000798,0.89381,87,0,1,0
HYEXCE,HYEXCE,HYEXCE87,87,4048,21,17,0.317016,1.01591,0,3.594937,5.673415,3,263.61,0.002893,0.89381,87,0,1,0
ISIMAR,ISIMAR,ISIMAR87,87,4049,13,17,0.361384,0.99949,0,3.95443,6.566021,3.3,32.3,0.000354,0.89381,87,0,1,0
ISIMPU,ISIMPU,ISIMPU84,84,4050,13,17,0.310881,1.125352,1,4.553586,12.886444,3.8,7.287,0.00008,0.89381,87,0,1,0
MZ323,MZ323,MZ32386,86,4051,4,17,0.387707,1.048464,0,3.115612,7.21743,2.6,76.212,0.000836,0.89381,87,0,1,0
MZ626,MZ626,MZ62686,86,4053,4,17,0.379592,1.18237,0,3.115612,8.669894,2.6,74.439,0.000817,0.89381,87,0,1,0
MB190D,MB190D,MB190D86,86,4055,9,17,0.326889,1.15675,1,2.276793,23.855634,1.9,17.545,0.000193,0.89381,87,0,0,1
MB260E,MB260E,MB260E87,87,4057,9,17,0.492212,1.2972,1,2.396624,30.369718,2,6.16,0.000068,0.89381,87,0,0,1
MB300E,MB300E,MB300E86,86,4058,9,17,0.549689,1.28232,1,2.156962,34.771127,1.8,23.456,0.000257,0.89381,87,0,0,1
MB300S,MB300S,MB300S87,87,4060,9,17,0.372881,1.492077,1,2.396624,41.373239,2,6.035,0.000066,0.89381,87,0,0,1
MB420S,MB420S,MB420S87,87,4061,9,17,0.52412,1.492077,1,1.677637,45.774648,1.4,14.945,0.000164,0.89381,87,0,0,1
MB560S,MB560S,MB560S87,87,4062,9,17,0.589839,1.492077,1,1.677637,54.137324,1.4,6.346,0.00007,0.89381,87,0,0,1
MCMERK,MCMERK,MCMERK87,87,4063,18,17,0.496575,1.21312,1,2.516456,15.697183,2.1,14.301,0.000157,0.89381,87,1,0,0
MTPREC,MTPREC,MTPREC87,87,4064,10,17,0.314669,1.015279,0,3.95443,4.573063,3.3,20.658,0.000227,0.89381,87,0,1,0
MTMIRA,MTMIRA,MTMIRA85,85,4065,10,17,0.324582,1.013012,0,3.834599,6.918134,3.2,15.185,0.000167,0.89381,87,0,1,0
MTTRED,MTTRED,MTTRED84,84,4066,10,17,0.371308,1.127496,0,2.875949,8.247359,2.4,4.972,0.000055,0.89381,87,0,1,0
MTCORD,MTCORD,MTCORD84,84,4067,10,17,0.376551,1.13142,0,2.995781,8.590669,2.5,4.499,0.000049,0.89381,87,0,1,0
MTGALA,MTGALA,MTGALA85,85,4068,10,17,0.39132,1.221277,1,2.396624,12.323063,2,10.856,0.000119,0.89381,87,0,1,0
MTSTAR,MTSTAR,MTSTAR84,84,4069,10,17,0.485274,1.156976,1,2.156962,13.617077,1.8,5.084,0.000056,0.89381,87,0,1,0
NISENT,NISENT,NISENT84,84,4070,2,17,0.313761,1.089802,0,3.355274,6.513204,2.8,121.139,0.001329,0.89381,87,0,1,0
NIPULS,NIPULS,NIPULS84,84,4073,2,17,0.302376,1.100565,0,2.756118,9.330106,2.3,62.175,0.000682,0.89381,87,0,1,0
NISTAN,NISTAN,NISTAN84,84,4074,2,17,0.340949,1.18237,0,2.756118,9.682218,2.3,64.745,0.000711,0.89381,87,0,1,0
NI200S,NI200S,NI200S84,84,4077,2,17,0.37308,1.1336,0,2.636287,9.858275,2.2,30.196,0.000331,0.89381,87,0,1,0
NIMAXI,NIMAXI,NIMAXI85,85,4078,2,17,0.5,1.206975,1,2.156962,13.379401,1.8,94.092,0.001033,0.89381,87,0,1,0
NI300Z,NI300Z,NI300Z84,84,4080,2,17,0.509716,1.159053,1,2.156962,16.284331,1.8,33.649,0.000369,0.89381,87,0,1,0
PG505,PG505,PG50587,87,4081,14,17,0.418118,1.275161,0,2.156962,12.235915,1.8,9.422,0.000103,0.89381,87,0,0,1
PS924S,PS924S,PS924S87,87,4083,12,17,0.537674,1.119807,1,2.516456,17.517606,2.1,2.975,0.000033,0.89381,87,0,0,1
PS944,PS944,PS94483,83,4084,12,17,0.529158,1.119807,1,2.516456,22.447183,2.1,6.336,0.00007,0.89381,87,0,0,1
PS911,PS911,PS91184,84,4085,12,17,0.776488,1.09785,1,2.037131,33.890845,1.7,4.157,0.000046,0.89381,87,0,0,1
PS928S,PS928S,PS928S85,85,4086,12,17,0.901569,1.287663,1,1.677637,51.848592,1.4,1.968,0.000022,0.89381,87,0,0,1
SA900,SA900,SA90081,81,4087,11,17,0.403818,1.226925,1,2.516456,12.777289,2.1,9.838,0.000108,0.89381,87,0,0,1
SA9000,SA9000,SA900087,87,4088,11,17,0.421301,1.262386,1,2.516456,19.194542,2.1,4.198,0.000046,0.89381,87,0,0,1
SBSTD,SBSTD,SBSTD81,81,4089,5,17,0.336585,0.994746,0,3.714768,4.751761,3.1,8.377,0.000092,0.89381,87,0,1,0
SBJUST,SBJUST,SBJUST87,87,4090,5,17,0.398792,0.840768,0,4.553586,5.039613,3.8,13.24,0.000145,0.89381,87,0,1,0
SBDL,SBDL,SBDL86,86,4091,5,17,0.410023,1.141884,0,2.756118,7.753521,2.3,39.307,0.000431,0.89381,87,0,1,0
SBDLSW,SBDLSW,SBDLSW87,87,4092,5,17,0.386266,1.162812,0,2.995781,8.105634,2.5,82.408,0.000904,0.89381,87,0,1,0
SBXT,SBXT,SBXT87,87,4095,5,17,0.412281,1.16508,0,2.995781,8.444542,2.5,17.901,0.000196,0.89381,87,0,1,0
TYTERC,TYTERC,TYTERC87,87,4096,1,17,0.38,1.00672,0,4.313924,5.764085,3.6,100.59,0.001104,0.89381,87,0,1,0
TYCORO,TYCORO,TYCORO83,83,4099,1,17,0.346767,1.070972,0,3.594937,7.198944,3,119.447,0.001311,0.89381,87,0,1,0
TYCELI,TYCELI,TYCELI87,87,4100,1,17,0.468432,1.168328,0,3.235443,9.329225,2.7,79.333,0.000871,0.89381,87,0,1,0
TYSUPR,TYSUPR,TYSUPR86,86,4101,1,17,0.576701,1.249653,1,2.037131,17.596831,1.7,29.907,0.000328,0.89381,87,0,1,0
TYCAMR,TYCAMR,TYCAMR87,87,4102,1,17,0.421245,1.225533,0,3.235443,9.373239,2.7,186.633,0.002048,0.89381,87,0,1,0
TYMR2,TYMR2,TYMR287,87,4104,1,17,0.476596,1.02008,0,3.115612,11.045775,2.6,15.847,0.000174,0.89381,87,0,1,0
TYCRES,TYCRES,TYCRES83,83,4105,1,17,0.473301,1.24887,1,2.276793,17.033451,1.9,21.968,0.000241,0.89381,87,0,1,0
VWFOX,VWFOX,VWFOX87,87,4107,7,17,0.369863,1.02942,0,3.115612,5.713028,2.6,40.176,0.000441,0.89381,87,0,0,1
VWCABR,VWCABR,VWCABR87,87,4109,7,17,0.39929,0.971346,0,2.875949,11.663732,2.4,13.563,0.000149,0.89381,87,0,0,1
VWJETT,VWJETT,VWJETT85,85,4111,7,17,0.364807,1.124635,0,3.115612,8.371479,2.6,52.553,0.000577,0.89381,87,0,0,1
VWSCIR,VWSCIR,VWSCIR84,84,4112,7,17,0.405223,1.06048,0,2.875949,9.401408,2.4,6.971,0.000077,0.89381,87,0,0,1
VWQUAN,VWQUAN,VWQUAN87,87,4113,7,17,0.413378,1.20624,1,2.276793,13.191021,1.9,6.722,0.000074,0.89381,87,0,0,1
VVDL,VVDL,VVDL84,84,4115,6,17,0.386441,1.285623,1,2.636287,13.358275,2.2,49.107,0.000539,0.89381,87,0,0,1
VV740G,VV740G,VV740G86,86,4117,6,17,0.389344,1.305612,1,2.756118,17.257923,2.3,41.36,0.000454,0.89381,87,0,0,1
VV760G,VV760G,VV760G87,87,4119,6,17,0.462372,1.305612,1,2.636287,24.014085,2.2,14.109,0.000155,0.89381,87,0,0,1
VV780G,VV780G,VV780G87,87,4121,6,17,0.435566,1.308384,1,2.516456,30.620599,2.1,0.511,0.000006,0.89381,87,0,0,1
YUHATC,YUHATC,YUHATC87,87,4122,23,17,0.29476,0.84373,0,3.594937,3.512324,3,48.812,0.000536,0.89381,87,0,0,1
BKSKYH,BKSKYH,BKSKYH82,82,4200,19,18,0.400668,1.18105,0,3.126321,7.509721,2.5,26.056,0.000281,0.891612,88,1,0,0
BKCENT,BKCENT,BKCENT82,82,4204,19,18,0.354815,1.312354,0,3.001268,9.968724,2.4,131.994,0.001422,0.891612,88,1,0,0
BKREGA,BKREGA,BKREGA88,88,4208,19,18,0.423298,1.379996,0,2.501057,10.523246,2,122.871,0.001324,0.891612,88,1,0,0
BKLASA,BKLASA,BKLASA88,88,4209,19,18,0.463106,1.42266,1,2.376004,12.176669,1.9,141.44,0.001524,0.891612,88,1,0,0
BKELEC,BKELEC,BKELEC88,88,4211,19,18,0.501825,1.42628,1,2.376004,14.775148,1.9,84.453,0.00091,0.891612,88,1,0,0
BKRIVI,BKRIVI,BKRIVI88,88,4213,19,18,0.490488,1.342224,1,2.376004,18.271344,1.9,11.75,0.000127,0.891612,88,1,0,0
BKREAT,BKREAT,BKREAT88,88,4214,19,18,0.492537,1.33444,1,2.376004,21.132713,1.9,4.514,0.000049,0.891612,88,1,0,0
CDCIMM,CDCIMM,CDCIMM88,88,4215,19,18,0.453556,1.1557,1,2.501057,13.584954,2,5.884,0.000063,0.891612,88,1,0,0
CDSEVI,CDSEVI,CDSEVI88,88,4216,19,18,0.449406,1.352772,1,2.125899,23.353339,1.7,22.439,0.000242,0.891612,88,1,0,0
CDDEVI,CDDEVI,CDDEVI88,88,4217,19,18,0.450975,1.408905,1,2.125899,19.783601,1.7,160.291,0.001727,0.891612,88,1,0,0
CDELDO,CDELDO,CDELDO88,88,4219,19,18,0.456016,1.363256,1,2.125899,21.040575,1.7,31.199,0.000336,0.891612,88,1,0,0
CDBROU,CDBROU,CDBROU88,88,4220,19,18,0.336862,1.66413,1,2.125899,20.157227,1.7,43.67,0.00047,0.891612,88,1,0,0
CDALLA,CDALLA,CDALLA87,87,4221,19,18,0.487246,1.310924,1,2.000846,47.787828,1.6,3.065,0.000033,0.891612,88,1,0,0
CVSPRI,CVSPRI,CVSPRI85,85,4222,19,18,0.296296,0.893368,0,5.502326,5.566357,4.4,48.088,0.000518,0.891612,88,1,0,0
CVSPEC,CVSPEC,CVSPEC85,85,4223,19,18,0.351936,1.001064,0,4.626956,6.897718,3.7,68.347,0.000736,0.891612,88,1,0,0
CVNOVA,CVNOVA,CVNOVA85,85,4224,19,18,0.325645,1.070972,0,3.126321,7.434489,2.5,96.868,0.001043,0.891612,88,1,0,0
CVCAVA,CVCAVA,CVCAVA84,84,4225,19,18,0.380872,1.155609,0,3.126321,6.927303,2.5,306.267,0.003299,0.891612,88,1,0,0
CVCORS,CVCORS,CVCORS87,87,4227,19,18,0.347625,1.24712,0,3.126321,7.60355,2.5,380.301,0.004097,0.891612,88,1,0,0
CVCELE,CVCELE,CVCELE84,84,4229,19,18,0.35443,1.304919,0,3.001268,9.319527,2.4,252.861,0.002724,0.891612,88,1,0,0
CVCAMA,CVCAMA,CVCAMA86,86,4233,19,18,0.442043,1.39776,0,2.125899,9.294167,1.7,101.665,0.001095,0.891612,88,1,0,0
CVMONT,CVMONT,CVMONT87,87,4235,19,18,0.435866,1.438872,0,2.376004,10.422654,1.9,28.74,0.00031,0.891612,88,1,0,0
CVCAPR,CVCAPR,CVCAPR73,73,4237,19,18,0.39548,1.599988,0,2.376004,10.169062,1.9,172.993,0.001864,0.891612,88,1,0,0
CVCORV,CVCORV,CVCORV87,87,4240,19,18,0.743264,1.25315,1,2.000846,24.919696,1.6,23.281,0.000251,0.891612,88,1,0,0
CRLABA,CRLABA,CRLABA88,88,4241,16,18,0.363423,1.21788,0,2.876216,9.540152,2.3,20.113,0.000217,0.891612,88,1,0,0
CRGTS,CRGTS,CRGTS85,85,4243,16,18,0.378644,1.231449,0,2.876216,9.127642,2.3,15.169,0.000163,0.891612,88,1,0,0
CRCONQ,CRCONQ,CRCONQ88,88,4244,16,18,0.620872,1.182956,0,2.250951,15.346577,1.8,9.873,0.000106,0.891612,88,1,0,0
CRNEWY,CRNEWY,CRNEWY88,88,4245,16,18,0.423149,1.32616,1,2.376004,14.721893,1.9,83.622,0.000901,0.891612,88,1,0,0
CRFIFT,CRFIFT,CRFIFT84,84,4246,16,18,0.372439,1.532972,1,2.125899,14.575655,1.7,35.967,0.000387,0.891612,88,1,0,0
DGCOLT,DGCOLT,DGCOLT87,87,4247,16,18,0.331546,1.07653,0,4.001691,6.444632,3.2,79.885,0.000861,0.891612,88,1,0,0
DGVIST,DGVIST,DGVIST88,88,4249,16,18,0.364326,1.131408,0,2.876216,9.401522,2.3,19.439,0.000209,0.891612,88,1,0,0
DGOMNI,DGOMNI,DGOMNI85,85,4251,16,18,0.417978,1.090176,0,3.126321,5.071006,2.5,59.664,0.000643,0.891612,88,1,0,0
DGARIE,DGARIE,DGARIE83,83,4252,16,18,0.374245,1.21448,0,3.126321,5.912933,2.5,102.489,0.001104,0.891612,88,1,0,0
DGSHAD,DGSHAD,DGSHAD87,87,4254,16,18,0.393082,1.15083,0,3.126321,6.825866,2.5,91.09,0.000981,0.891612,88,1,0,0
DGDAYT,DGDAYT,DGDAYT84,84,4255,16,18,0.358744,1.21275,0,2.876216,8.303466,2.3,72.171,0.000777,0.891612,88,1,0,0
DG600,DG600,DG60083,83,4256,16,18,0.358382,1.180938,0,2.876216,9.010144,2.3,11.943,0.000129,0.891612,88,1,0,0
DGLANC,DGLANC,DGLANC85,85,4257,16,18,0.377929,1.232132,0,3.126321,8.860524,2.5,10.032,0.000108,0.891612,88,1,0,0
DGDYNA,DGDYNA,DGDYNA88,88,4258,16,18,0.314614,1.3152,0,2.876216,9.861369,2.3,83.012,0.000894,0.891612,88,1,0,0
DGDIPL,DGDIPL,DGDIPL84,84,4260,16,18,0.390625,1.518132,0,2.125899,10.251057,1.7,20.414,0.00022,0.891612,88,1,0,0
FDFEST,FDFEST,FDFEST88,88,4261,18,18,0.338587,0.88796,0,4.752008,4.873204,3.8,69.167,0.000745,0.891612,88,1,0,0
FDESCO,FDESCO,FDESCO87,87,4262,18,18,0.405041,1.099871,0,3.251374,6.217244,2.6,387.815,0.004178,0.891612,88,1,0,0
FDTEMP,FDTEMP,FDTEMP88,88,4265,18,18,0.37911,1.18236,0,2.751163,7.445478,2.2,285.141,0.003072,0.891612,88,1,0,0
FDMUST,FDMUST,FDMUST88,88,4266,18,18,0.327154,1.241036,0,3.126321,7.376162,2.5,170.08,0.001832,0.891612,88,1,0,0
FDTAUR,FDTAUR,FDTAUR86,86,4268,18,18,0.312283,1.333872,0,2.876216,10.849535,2.3,374.627,0.004036,0.891612,88,1,0,0
FDCRNV,FDCRNV,FDCRNV84,84,4271,18,18,0.39693,1.63525,1,2.125899,12.863905,1.7,114.212,0.00123,0.891612,88,1,0,0
FDTHUN,FDTHUN,FDTHUN88,88,4273,18,18,0.435459,1.436931,1,2.62611,11.495351,2.1,117.866,0.00127,0.891612,88,1,0,0
CRPREM,CRPREM,CRPREM88,88,4276,16,18,0.524843,1.345046,0,2.751163,11.076923,2.2,40.872,0.00044,0.891612,88,1,0,0
CREAGL,CREAGL,CREAGL88,88,4277,16,18,0.319817,1.307907,1,3.126321,10.984784,2.5,1.392,0.000015,0.891612,88,1,0,0
LCTOWN,LCTOWN,LCTOWN84,84,4278,18,18,0.366479,1.71039,1,2.125899,19.548605,1.7,121.674,0.001311,0.891612,88,1,0,0
LCMARK,LCMARK,LCMARK88,88,4279,18,18,0.596501,1.437852,1,2.125899,21.146238,1.7,22.526,0.000243,0.891612,88,1,0,0
LCCONT,LCCONT,LCCONT86,86,4280,18,18,0.385888,1.491077,1,2.125899,22.043956,1.7,47.424,0.000511,0.891612,88,1,0,0
MCTRAC,MCTRAC,MCTRAC88,88,4281,18,18,0.411899,1.0692,0,3.50148,7.070161,2.8,58.921,0.000635,0.891612,88,1,0,0
MCTOPA,MCTOPA,MCTOPA88,88,4283,18,18,0.375767,1.18236,0,2.751163,7.880811,2.2,92.723,0.000999,0.891612,88,1,0,0
MCCOUG,MCCOUG,MCCOUG88,88,4284,18,18,0.432499,1.427688,1,2.62611,11.947591,2.1,100.961,0.001088,0.891612,88,1,0,0
MCSABL,MCSABL,MCSABL86,86,4286,18,18,0.45205,1.351572,1,2.62611,11.956889,2.1,119.218,0.001284,0.891612,88,1,0,0
MCGRAN,MCGRAN,MCGRAN84,84,4288,18,18,0.39185,1.654625,1,2.125899,13.609467,1.7,114.385,0.001232,0.891612,88,1,0,0
ODFIRE,ODFIRE,ODFIRE84,84,4290,19,18,0.377992,1.1453,0,3.126321,7.857143,2.5,9.148,0.000099,0.891612,88,1,0,0
ODCUTL,ODCUTL,ODCUTL88,88,4292,19,18,0.422583,1.36391,0,2.376004,10.858833,1.9,116.179,0.001252,0.891612,88,1,0,0
ODCALA,ODCALA,ODCALA85,85,4293,19,18,0.385979,1.196172,0,2.876216,8.723584,2.3,106.117,0.001143,0.891612,88,1,0,0
ODCIER,ODCIER,ODCIER84,84,4295,19,18,0.35858,1.322585,0,3.001268,9.852916,2.4,237.386,0.002557,0.891612,88,1,0,0
ODSUPC,ODSUPC,ODSUPC88,88,4299,19,18,0.440252,1.432,0,2.250951,11.126796,1.8,116.179,0.001252,0.891612,88,1,0,0
ODDELT,ODDELT,ODDELT87,87,4300,19,18,0.481386,1.421212,1,2.376004,12.255283,1.9,158.205,0.001704,0.891612,88,1,0,0
ODREG9,ODREG9,ODREG988,88,4302,19,18,0.5,1.421212,1,2.125899,15.211327,1.7,73.348,0.00079,0.891612,88,1,0,0
ODTORO,ODTORO,ODTORO88,88,4303,19,18,0.490488,1.3275,1,2.376004,17.411665,1.9,14.887,0.00016,0.891612,88,1,0,0
PLCOLT,PLCOLT,PLCOLT84,84,4304,16,18,0.331546,1.07653,0,4.001691,6.444632,3.2,79.885,0.000861,0.891612,88,1,0,0
PLHORI,PLHORI,PLHORI87,87,4308,16,18,0.417978,1.090176,0,3.126321,5.071006,2.5,61.142,0.000659,0.891612,88,1,0,0
PLRELI,PLRELI,PLRELI83,83,4309,16,18,0.374245,1.17876,0,3.126321,5.912933,2.5,109.858,0.001183,0.891612,88,1,0,0
PLSUND,PLSUND,PLSUND87,87,4311,16,18,0.393082,1.155541,0,3.126321,6.910397,2.5,89.218,0.000961,0.891612,88,1,0,0
PLCARA,PLCARA,PLCARA85,85,4312,16,18,0.35852,1.25868,0,2.876216,9.010144,2.3,12.903,0.000139,0.891612,88,1,0,0
PLGRAN,PLGRAN,PLGRAN84,84,4313,16,18,0.391499,1.518132,0,2.125899,10.251057,1.7,13.315,0.000143,0.891612,88,1,0,0
PTLEMA,PTLEMA,PTLEMA88,88,4314,19,18,0.348892,1.132668,0,3.751586,6.69907,3,64.037,0.00069,0.891612,88,1,0,0
PTSUNB,PTSUNB,PTSUNB87,87,4315,19,18,0.405748,1.18105,0,3.376427,7.184277,2.7,85.573,0.000922,0.891612,88,1,0,0
PTGRAN,PTGRAN,PTGRAN86,86,4316,19,18,0.38162,1.180375,0,2.876216,8.511412,2.3,232.01,0.002499,0.891612,88,1,0,0
PT6000,PT6000,PT600082,82,4317,19,18,0.351759,1.35936,0,3.001268,9.46661,2.4,97.926,0.001055,0.891612,88,1,0,0
PTFIER,PTFIER,PTFIER84,84,4321,19,18,0.377358,1.12539,0,3.001268,7.606932,2.4,24.121,0.00026,0.891612,88,1,0,0
PTFIRE,PTFIRE,PTFIRE85,85,4322,19,18,0.435203,1.361844,0,2.125899,9.297549,1.7,58.493,0.00063,0.891612,88,1,0,0
PTBONN,PTBONN,PTBONN87,87,4324,19,18,0.458015,1.438588,1,2.376004,11.918005,1.9,107.695,0.00116,0.891612,88,1,0,0
PTGRAN,PTGRAN,PTGRAN88,88,4325,19,18,0.427913,1.37811,0,2.501057,10.599324,2,102.5,0.001104,0.891612,88,1,0,0
PTSAFA,PTSAFA,PTSAFA87,87,4326,19,18,0.340716,1.705743,1,2.125899,12.273035,1.7,6.647,0.000072,0.891612,88,1,0,0
ACINTE,ACINTE,ACINTE86,86,4327,3,18,0.493724,1.12504,0,2.125899,9.551986,1.7,57.468,0.000619,0.891612,88,0,1,0
ACLEGE,ACLEGE,ACLEGE86,86,4328,3,18,0.524943,1.293602,1,2.376004,17.759932,1.9,70.77,0.000762,0.891612,88,0,1,0
ARMILA,ARMILA,ARMILA87,87,4329,20,18,0.529756,1.09461,1,2.250951,14.835165,1.8,2.328,0.000025,0.891612,88,0,0,1
ARSPID,ARSPID,ARSPID82,82,4330,20,18,0.44957,1.082008,0,2.62611,16.382079,2.1,2.148,0.000023,0.891612,88,0,0,1
AD5000,AD5000,AD500088,88,4331,7,18,0.457103,1.375878,1,2.501057,18.748943,2,5.333,0.000057,0.891612,88,0,0,1
AD80,AD80,AD8088,88,4333,7,18,0.420561,1.175921,1,2.751163,15.722739,2.2,5.702,0.000061,0.891612,88,0,0,1
AD90,AD90,AD9088,88,4334,7,18,0.475842,1.175921,1,2.250951,20.566357,1.8,6.106,0.000066,0.891612,88,0,0,1
BW325,BW325,BW32586,86,4335,8,18,0.452118,1.115856,1,2.125899,20.625528,1.7,36.671,0.000395,0.891612,88,0,0,1
BW528e,BW528e,BW528e82,82,4336,8,18,0.409677,1.26441,1,2.376004,26.627219,1.9,18.629,0.000201,0.891612,88,0,0,1
BW735i,BW735i,BW735i88,88,4338,8,18,0.542373,1.403358,1,1.875793,44.801352,1.5,13.308,0.000143,0.891612,88,0,0,1
BW635C,BW635C,BW635C88,88,4339,8,18,0.589235,1.315902,1,1.875793,38.884193,1.5,1.863,0.00002,0.891612,88,0,0,1
BWM6,BWM6,BWM688,88,4340,8,18,0.717087,1.315902,1,1.250529,47.252747,1,0.666,0.000007,0.891612,88,0,0,1
HDCIVI,HDCIVI,HDCIVI88,88,4341,3,18,0.451202,1.097235,0,4.37685,7.434489,3.5,225.543,0.00243,0.891612,88,0,1,0
HDACCO,HDACCO,HDACCO86,86,4344,3,18,0.394843,1.207134,0,3.376427,9.446323,2.7,362,0.0039,0.891612,88,0,1,0
HDPREL,HDPREL,HDPREL83,83,4345,3,18,0.412371,1.181788,1,2.876216,11.407439,2.3,52.541,0.000566,0.891612,88,0,1,0
HYEXCE,HYEXCE,HYEXCE87,87,4346,21,18,0.315399,1.01591,0,2.876216,4.898563,2.3,264.282,0.002847,0.891612,88,0,1,0
ISI-MA,ISI-MA,ISI-MA86,86,4347,13,18,0.361384,1.01727,0,4.126744,6.575655,3.3,17.31,0.000186,0.891612,88,0,1,0
ISIMPU,ISIMPU,ISIMPU88,88,4348,13,18,0.380623,1.125352,1,2.501057,11.52071,2,7.21,0.000078,0.891612,88,0,1,0
MZ323,MZ323,MZ32386,86,4349,4,18,0.381395,1.099656,0,3.50148,5.874049,2.8,90.822,0.000978,0.891612,88,0,1,0
MZ626,MZ626,MZ62688,88,4350,4,18,0.42471,1.192345,0,3.001268,8.874894,2.4,66.354,0.000715,0.891612,88,0,1,0
MZMX6,MZMX6,MZMX688,88,4351,4,18,0.433925,1.17705,0,3.001268,8.959425,2.4,8.031,0.000087,0.891612,88,0,1,0
MZ929,MZ929,MZ92988,88,4353,4,18,0.481414,1.291839,1,2.376004,16.018597,1.9,25.981,0.00028,0.891612,88,0,1,0
MB190D,MB190D,MB190D86,86,4354,9,18,0.321799,1.15675,1,3.751586,25.325444,3,16.74,0.00018,0.891612,88,0,0,1
MB260E,MB260E,MB260E87,87,4356,9,18,0.497638,1.28232,1,2.250951,31.487743,1.8,6.27,0.000068,0.891612,88,0,0,1
MB300E,MB300E,MB300E86,86,4357,9,18,0.553991,1.28232,1,2.125899,36.077768,1.7,21.165,0.000228,0.891612,88,0,0,1
MB300S,MB300S,MB300S88,88,4360,9,18,0.474531,1.452642,1,2.125899,42.180896,1.7,5.331,0.000057,0.891612,88,0,0,1
MB300S,MB300S,MB300S88,88,4361,9,18,0.469496,1.492077,1,2.125899,44.505495,1.7,4.826,0.000052,0.891612,88,0,0,1
MB420S,MB420S,MB420S87,87,4362,9,18,0.517375,1.492077,1,1.875793,49.154691,1.5,8.5,0.000092,0.891612,88,0,0,1
MB560S,MB560S,MB560S87,87,4363,9,18,0.583333,1.492077,1,1.625687,58.038884,1.3,5.829,0.000063,0.891612,88,0,0,1
MB560S,MB560S,MB560S87,87,4364,9,18,0.607918,1.43424,1,1.625687,64.116653,1.3,1.652,0.000018,0.891612,88,0,0,1
MCXR4T,MCXR4T,MCXR4T88,88,4365,18,18,0.599726,1.21312,1,2.501057,16.115807,2,5.745,0.000062,0.891612,88,1,0,0
MCSCOR,MCSCOR,MCSCOR88,88,4366,18,18,0.444307,1.29548,1,2.125899,19.651733,1.7,9.516,0.000103,0.891612,88,1,0,0
MTPREC,MTPREC,MTPREC87,87,4367,10,18,0.306859,1.015279,0,3.376427,6.169907,2.7,21.713,0.000234,0.891612,88,0,1,0
MTMIRA,MTMIRA,MTMIRA88,88,4368,10,18,0.386635,1.117557,0,4.001691,7.057481,3.2,11.997,0.000129,0.891612,88,0,1,0
MTCORD,MTCORD,MTCORD84,84,4369,10,18,0.369593,1.13142,0,3.001268,8.934066,2.4,5.919,0.000064,0.891612,88,0,1,0
MTGALA,MTGALA,MTGALA85,85,4370,10,18,0.331707,1.226613,1,2.125899,13.989011,1.7,20.625,0.000222,0.891612,88,0,1,0
MTSTAR,MTSTAR,MTSTAR88,88,4371,10,18,0.643836,1.182956,0,2.250951,14.073542,1.8,3.016,0.000032,0.891612,88,0,1,0
